taille_tabou 10101860 8456974 478512365 452595 12541255878 4457963284 11458779653 1254 2688795413 22051998
0.0 3946.0 3971.0 3965.0 3950.0 3902.0 3889.0 3995.0 3893.0 3956.0 3974.0
10.0 3880.0 3964.0 3972.0 3977.0 3973.0 3964.0 4047.0 3915.0 4025.0 4011.0
20.0 4046.0 3944.0 3870.0 4017.0 3973.0 3930.0 3969.0 3842.0 3973.0 3920.0
30.0 3992.0 4019.0 3886.0 4003.0 3977.0 3976.0 3939.0 3942.0 3881.0 3791.0
40.0 4033.0 3868.0 4005.0 3849.0 3930.0 3967.0 4002.0 4005.0 3992.0 3853.0
50.0 3983.0 3853.0 4017.0 3955.0 3986.0 3912.0 3909.0 3986.0 3966.0 3907.0
60.0 3930.0 3934.0 3947.0 3896.0 3939.0 3862.0 3982.0 4022.0 3919.0 3928.0
70.0 4054.0 3921.0 3959.0 3845.0 3935.0 3918.0 3877.0 3894.0 3994.0 3988.0
80.0 3925.0 3980.0 3971.0 3942.0 3897.0 3980.0 3919.0 3966.0 3998.0 3941.0
90.0 3904.0 3852.0 3777.0 3881.0 3985.0 3951.0 3906.0 3931.0 3924.0 3998.0
100.0 3924.0 3873.0 3901.0 3912.0 4032.0 3888.0 3905.0 3928.0 3872.0 3963.0
110.0 4000.0 3951.0 3839.0 3903.0 3967.0 3959.0 3934.0 4013.0 3914.0 4037.0
120.0 3942.0 3939.0 3952.0 3906.0 3912.0 3805.0 3913.0 3935.0 3875.0 3877.0
130.0 3919.0 3902.0 4004.0 3965.0 3848.0 3939.0 3952.0 3942.0 3919.0 3985.0
140.0 3867.0 3923.0 3917.0 3881.0 3813.0 3943.0 3948.0 3842.0 3906.0 3908.0
150.0 3907.0 3907.0 3931.0 4008.0 3931.0 3880.0 3878.0 4013.0 3914.0 3993.0
160.0 3849.0 3926.0 4017.0 3816.0 3913.0 3906.0 4031.0 3912.0 3892.0 3960.0
170.0 3979.0 3854.0 3858.0 3830.0 3897.0 3931.0 3887.0 3966.0 3956.0 3918.0
180.0 3926.0 3961.0 3859.0 3839.0 3840.0 3914.0 3913.0 3961.0 3925.0 3956.0
190.0 3797.0 3904.0 3975.0 3854.0 4003.0 3876.0 3981.0 3822.0 3925.0 3893.0
200.0 3919.0 3858.0 3812.0 3947.0 3918.0 3875.0 3830.0 4001.0 3895.0 3950.0
210.0 3895.0 3979.0 3834.0 3914.0 3922.0 3924.0 4000.0 3914.0 3913.0 3963.0
220.0 3902.0 3971.0 3968.0 3952.0 3883.0 3910.0 3849.0 3930.0 3956.0 3853.0
230.0 3916.0 3896.0 3914.0 3882.0 3939.0 4007.0 3935.0 3884.0 3820.0 3889.0
240.0 3915.0 3799.0 3918.0 3835.0 3899.0 3905.0 3953.0 3834.0 3947.0 3852.0
